index	id	firstname	surname	born	died	bornCountry	diedCountry	gender	year	category
34	554	Rigoberta	Menchì Tum	1/9/1959	0000-00-00	Guatemala		female	1992.0	peace
35	6	Marie	Curie, n_e Sklodowska	11/07/1867	7/4/1934	Russian Empire (now Poland)	France	female	1903.0	physics
36	194	Irne	Joliot-Curie	09/12/1897	3/17/1956	France	France	female	1935.0	chemistry
37	892	Alice	Munro	7/10/1931	0000-00-00	Canada		female	2013.0	literature
38	601	Sigrid	Undset	05/20/1882	6/10/1949	Denmark	Norway	female	1928.0	literature
39	817	Doris	Lessing	10/22/1919	11/17/2013	Persia (now Iran)	United Kingdom	female	2007.0	literature
40	670	Toni	Morrison	2/18/1931	0000-00-00	USA		female	1993.0	literature
41	668	Nadine	Gordimer	11/19/1923	7/13/2014	South Africa	South Africa	female	1991.0	literature
42	844	Herta	Môller	8/17/1953	0000-00-00	Romania		female	2009.0	literature
43	535	Betty	Williams	5/22/1943	0000-00-00	Northern Ireland		female	1976.0	peace
44	536	Mairead	Corrigan	1/27/1944	0000-00-00	Northern Ireland		female	1976.0	peace
45	543	Alva	Myrdal	1/31/1902	2/1/1986	Sweden	Sweden	female	1982.0	peace
46	540	Mother Teresa		8/26/1910	9/5/1997	Ottoman Empire (now Republic of Macedonia)	India	female	1979.0	peace
47	468	Baroness Bertha Sophie Felicita	von Suttner, n_e Countess Kinsky von Chinic und Tettau	06/09/1843	6/21/2014	Austrian Empire (now Czech Republic)	Austria	female	1905.0	peace
48	496	Jane	Addams	09/06/1860	5/21/1935	USA	USA	female	1931.0	peace
49	506	Emily Greene	Balch	01/08/1867	1/9/1961	USA	USA	female	1946.0	peace
50	572	BjËrnstjerne Martinus	BjËrnson	12/08/1832	4/26/2010	Norway	France	male	1903.0	literature
51	580	Paul Johann Ludwig	Heyse	03/15/1830	4/2/2014	Prussia (now Germany)	Germany	male	1910.0	literature
52	584	Romain	Rolland	01/29/1866	12/30/1944	France	France	male	1915.0	literature
53	832	Jean-Marie Gustave	Le Cl_zio	4/13/1940	0000-00-00	France		male	2008.0	literature
54	575	Henryk	Sienkiewicz	05/05/1846	11/15/2016	Poland	Switzerland	male	1905.0	literature
55	583	Rabindranath	Tagore	05/07/1861	8/7/1941	India	India	male	1913.0	literature
56	868	Tomas	Transtr_mer	4/15/1931	3/26/2015	Sweden	Sweden	male	2011.0	literature
57	653	Vicente	Aleixandre	04/26/1898	12/14/1984	Spain	Spain	male	1977.0	literature
58	649	Eyvind	Johnson	7/29/1900	8/25/1976	Sweden	Sweden	male	1974.0	literature
59	717	Robert C.	Merton	7/31/1944	0000-00-00	USA		male	1997.0	economics
60	718	Myron S.	Scholes	7/1/1941	0000-00-00	Canada		male	1997.0	economics
61	669	Derek	Walcott	1/23/1930	0000-00-00	Saint Lucia		male	1992.0	literature
62	645	Pablo	Neruda	7/12/1904	9/23/1973	Chile	Chile	male	1971.0	literature
63	666	Camilo Jos_	Cela	5/11/1916	1/17/2002	Spain	Spain	male	1989.0	literature
64	734	Gao	Xingjian	1/4/1940	0000-00-00	China		male	2000.0	literature
65	664	Joseph	Brodsky	5/24/1940	1/28/1996	USSR (now Russia)	USA	male	1987.0	literature
66	648	Patrick	White	5/28/1912	9/30/1990	United Kingdom	Australia	male	1973.0	literature
67	727	Herbert	Kroemer	8/25/1928	0000-00-00	Germany		male	2000.0	physics
68	726	Zhores I.	Alferov	3/15/1930	0000-00-00	USSR (now Belarus)		male	2000.0	physics
69	154	William D.	Phillips	11/5/1948	0000-00-00	USA		male	1997.0	physics
70	153	Claude	Cohen-Tannoudji	4/1/1933	0000-00-00	French Algeria (now Algeria)		male	1997.0	physics
71	153	Claude	Cohen-Tannoudji	4/1/1933	0000-00-00	French Algeria (now Algeria)		male	1997.0	physics
72	152	Steven	Chu	2/28/1948	0000-00-00	USA		male	1997.0	physics
73	141	Pierre-Gilles	de Gennes	10/24/1932	5/18/2007	France	France	male	1991.0	physics
74	370	Peter Brian	Medawar	2/28/1915	10/2/1987	Brazil	United Kingdom	male	1960.0	medicine
75	369	Sir Frank Macfarlane	Burnet	09/03/1899	8/31/1985	Australia	Australia	male	1960.0	medicine
76	159	Martinus J.G.	Veltman	6/27/1931	0000-00-00	the Netherlands		male	1999.0	physics
77	158	Gerardus	't Hooft	7/5/1946	0000-00-00	the Netherlands		male	1999.0	physics
78	92	Louis Eugne F_lix	N_el	11/22/1904	11/17/2000	France	France	male	1970.0	physics
79	91	Hannes Olof G_sta	Alfv_n	5/30/1908	4/2/1995	Sweden	Sweden	male	1970.0	physics
80	81	Charles Hard	Townes	7/28/1915	1/27/2015	USA	USA	male	1964.0	physics
81	83	Aleksandr Mikhailovich	Prokhorov	7/11/1916	1/8/2002	Australia	Russia	male	1964.0	physics
82	82	Nicolay Gennadiyevich	Basov	12/14/1922	7/1/2001	USSR (now Russia)	Russia	male	1964.0	physics
83	877	David J.	Wineland	2/24/1944	0000-00-00	USA		male	2012.0	physics
84	877	David J.	Wineland	2/24/1944	0000-00-00	USA		male	2012.0	physics
85	876	Serge	Haroche	9/11/1944	0000-00-00	Morocco		male	2012.0	physics
86	876	Serge	Haroche	9/11/1944	0000-00-00	Morocco		male	2012.0	physics
87	838	Charles Kuen	Kao	11/4/1933	0000-00-00	China		male	2009.0	physics
88	838	Charles Kuen	Kao	11/4/1933	0000-00-00	China		male	2009.0	physics
89	849	Andre	Geim	10/21/1958	0000-00-00	Russia		male	2010.0	physics
90	850	Konstantin	Novoselov	8/23/1974	0000-00-00	Russia		male	2010.0	physics
91	677	Ragnar	Frisch	03/03/1895	1/31/1973	Norway	Norway	male	1969.0	economics
92	678	Jan	Tinbergen	4/12/1903	6/9/1994	the Netherlands	the Netherlands	male	1969.0	economics
93	714	Robert E.	Lucas Jr.	9/15/1937	0000-00-00	USA		male	1995.0	economics
94	800	Thomas C.	Schelling	4/14/1921	0000-00-00	USA		male	2005.0	economics
95	799	Robert J.	Aumann	6/8/1930	0000-00-00	Germany		male	2005.0	economics
96	760	Vernon L.	Smith	1/1/1927	0000-00-00	USA		male	2002.0	economics
97	708	Gary S.	Becker	12/2/1930	5/3/2014	USA	USA	male	1992.0	economics
98	697	Gerard	Debreu	7/4/1921	12/31/2004	France	France	male	1983.0	economics
99	759	Daniel	Kahneman	3/5/1934	0000-00-00	British Mandate of Palestine (now Israel)		male	2002.0	economics
100	822	Roger B.	Myerson	3/29/1951	0000-00-00	USA		male	2007.0	economics
101	820	Leonid	Hurwicz	8/21/1917	6/24/2008	Russia	USA	male	2007.0	economics
102	821	Eric S.	Maskin	12/12/1950	0000-00-00	USA		male	2007.0	economics
103	698	Richard	Stone	8/30/1913	12/6/1991	United Kingdom	United Kingdom	male	1984.0	economics
104	709	Robert W.	Fogel	7/1/1927	6/11/2013	USA	USA	male	1993.0	economics
105	710	Douglass C.	North	11/5/1920	11/23/2015	USA	USA	male	1993.0	economics
106	747	Sir Vidiadhar Surajprasad	Naipaul	8/17/1932	0000-00-00	Trinidad		male	2001.0	literature
107	688	Milton	Friedman	7/31/1912	11/16/2006	USA	USA	male	1976.0	economics
108	593	William Butler	Yeats	06/13/1865	1/28/1939	Ireland	France	male	1923.0	literature
109	926	Angus	Deaton	10/19/1945	0000-00-00	United Kingdom		male	2015.0	economics
110	847	Oliver E.	Williamson	9/27/1932	0000-00-00	USA		male	2009.0	economics
111	695	James	Tobin	3/5/1918	3/11/2002	USA	USA	male	1981.0	economics
112	807	Edmund S.	Phelps	7/26/1933	0000-00-00	USA		male	2006.0	economics
113	915	Jean	Tirole	8/9/1953	0000-00-00	France		male	2014.0	economics
114	720	Robert A.	Mundell	10/24/1932	0000-00-00	Canada		male	1999.0	economics
115	834	Paul	Krugman	2/28/1953	0000-00-00	USA		male	2008.0	economics
116	587	Henrik	Pontoppidan	07/24/1857	8/21/1943	Denmark	Denmark	male	1917.0	literature
117	110	Pyotr Leonidovich	Kapitsa	07/09/1894	4/8/1984	Russian Empire (now Russia)	USSR (now Russia)	male	1978.0	physics
118	166	Eduard	Buchner	05/20/1860	8/13/2017	Bavaria (now Germany)	Romania	male	1907.0	chemistry
119	607	Luigi	Pirandello	06/28/1867	12/10/1936	Italy	Italy	male	1934.0	literature
120	854	Mario	Vargas Llosa	3/28/1936	0000-00-00	Peru		male	2010.0	literature
121	703	Trygve	Haavelmo	12/13/1911	7/26/1999	Norway	Norway	male	1989.0	economics
122	618	Andr_ Paul Guillaume	Gide	11/22/1869	2/19/1951	France	France	male	1947.0	literature
123	280	George A.	Olah	5/22/1927	0000-00-00	Hungary		male	1994.0	chemistry
124	120	Kai M.	Siegbahn	4/19/1918	7/20/2007	Sweden	Sweden	male	1981.0	physics
125	48	Otto	Stern	02/17/1888	8/17/1969	Germany (now Poland)	USA	male	1943.0	physics
126	791	Roy J.	Glauber	9/1/1925	0000-00-00	USA		male	2005.0	physics
127	251	Peter D.	Mitchell	9/29/1920	4/10/1992	United Kingdom	United Kingdom	male	1978.0	chemistry
128	90	Murray	Gell-Mann	9/15/1929	0000-00-00	USA		male	1969.0	physics
129	209	William Francis	Giauque	05/12/1895	3/28/1982	Canada	USA	male	1949.0	chemistry
130	250	Ilya	Prigogine	1/25/1917	5/28/2003	Russia	Belgium	male	1977.0	chemistry
131	250	Ilya	Prigogine	1/25/1917	5/28/2003	Russia	Belgium	male	1977.0	chemistry
132	195	Petrus (Peter) Josephus Wilhelmus	Debye	03/24/1884	11/2/1966	the Netherlands	USA	male	1936.0	chemistry
133	195	Petrus (Peter) Josephus Wilhelmus	Debye	03/24/1884	11/2/1966	the Netherlands	USA	male	1936.0	chemistry
134	179	Frederick	Soddy	09/02/1877	9/22/1956	United Kingdom	United Kingdom	male	1921.0	chemistry
135	276	Richard R.	Ernst	8/14/1933	0000-00-00	Switzerland		male	1991.0	chemistry
136	240	Gerhard	Herzberg	12/25/1904	3/3/1999	Germany	Canada	male	1971.0	chemistry
137	701	Robert M.	Solow	8/23/1924	0000-00-00	USA		male	1987.0	economics
138	277	Rudolph A.	Marcus	7/21/1923	0000-00-00	Canada		male	1992.0	chemistry
139	88	Hans Albrecht	Bethe	7/2/1906	3/6/2005	Germany (now France)	USA	male	1967.0	physics
140	78	Eugene Paul	Wigner	11/17/1902	1/1/1995	Austria-Hungary (now Hungary)	USA	male	1963.0	physics
141	719	Amartya	Sen	11/3/1933	0000-00-00	India		male	1998.0	economics
142	762	Jimmy	Carter	10/1/1924	0000-00-00	USA		male	2002.0	peace
143	89	Luis Walter	Alvarez	6/13/1911	9/1/1988	USA	USA	male	1968.0	physics
144	613	Frans Eemil	Sillanp__	09/16/1888	6/3/1964	Russian Empire (now Finland)	Finland	male	1939.0	literature
145	182	Richard Adolf	Zsigmondy	04/01/1865	9/24/2029	Austrian Empire (now Austria)	Germany	male	1925.0	chemistry
146	60	Frits	Zernike	07/16/1888	3/10/1966	the Netherlands	the Netherlands	male	1953.0	physics
147	46	Enrico	Fermi	9/29/1901	11/28/1954	Italy	USA	male	1938.0	physics
148	291	John A.	Pople	10/31/1925	3/15/2004	United Kingdom	USA	male	1998.0	chemistry
149	259	Aaron	Klug	8/11/1926	0000-00-00	Lithuania		male	1982.0	chemistry
150	261	Robert Bruce	Merrifield	7/15/1921	5/14/2006	USA	USA	male	1984.0	chemistry
151	758	Kurt	Wôthrich	10/4/1938	0000-00-00	Switzerland		male	2002.0	chemistry
152	758	Kurt	Wôthrich	10/4/1938	0000-00-00	Switzerland		male	2002.0	chemistry
153	700	James M.	Buchanan Jr.	10/3/1919	1/9/2013	USA	USA	male	1986.0	economics
154	290	Walter	Kohn	3/9/1923	4/19/2016	Austria	USA	male	1998.0	chemistry
