title,duration,rating,stars,votes
Johnny Test,21 min,7.7,"['Chris Savino, ', 'Chris Bartleman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Brittney Wilson, ', 'Maryke Hendrikse']",54
Johnny Test,21 min,6.9,"['Chris Savino, ', 'Chris Bartleman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Maryke Hendrikse, ', 'Brittney Wilson']",55
Johnny Test,21 min,7.5,"['Chris Savino, ', 'Chris Bartleman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Maryke Hendrikse, ', 'Brittney Wilson']",101
Johnny Test,21 min,7.3,"['Chris Savino, ', 'Chris Bartleman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Brittney Wilson, ', 'Maryke Hendrikse']",80
Johnny Test,22 min,7.6,"['Chris Savino, ', 'Chris Bartleman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Brittney Wilson, ', 'Maryke Hendrikse']",69
Johnny Test,22 min,7.4,"['Chris Savino, ', 'Chris Bartleman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Brittney Wilson, ', 'Maryke Hendrikse']",59
Top Gear,45 min,7.1,"['Brian Klein, ', 'Richard Heeley, ', 'Chris Hooke, ', 'Simon Ludgate, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Jason Dawe, ', 'Richard Hammond, ', 'Harry Enfield']",337
Top Gear,45 min,7.0,"['Brian Klein, ', 'Richard Heeley, ', 'Chris Hooke, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Jason Dawe, ', 'Richard Hammond, ', 'Jay Kay']",282
Top Gear,,7.2,"['Jeremy Clarkson, ', 'Jason Dawe, ', 'Richard Hammond, ', 'Ross Kemp']",254
Top Gear,,7.1,"['Richard Heeley, ', 'Chris Hooke, ', 'Brian Klein, ', 'Simon Ludgate, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Jason Dawe, ', 'Richard Hammond, ', 'Richard Burns']",239
Top Gear,,7.2,"['Brian Klein, ', 'Richard Heeley, ', 'Chris Hooke, ', 'Simon Ludgate, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Jason Dawe, ', 'Richard Hammond, ', 'Edd China']",232
Top Gear,,7.2,"['Brian Klein, ', 'Richard Heeley, ', 'Chris Hooke, ', 'Simon Ludgate, ', 'Michael Massey, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Jason Dawe, ', 'Richard Hammond, ', 'Tara Palmer-Tomkinson']",233
Top Gear,65 min,7.2,"['Brian Klein, ', 'Richard Heeley, ', 'Chris Hooke, ', 'Simon Ludgate, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Jason Dawe, ', 'Richard Hammond, ', 'Rick Parfitt']",223
Top Gear,,7.2,"['Jeremy Clarkson, ', 'Jason Dawe, ', 'Richard Hammond, ', 'Michael Gambon']",234
Top Gear,,7.3,"['Jeremy Clarkson, ', 'Jason Dawe, ', 'Richard Hammond, ', 'Jade Goody']",226
Top Gear,,7.3,"['Jeremy Clarkson, ', 'Jason Dawe, ', 'Richard Hammond, ', 'Jade Goody']",230
Top Gear,49 min,7.7,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Dennis Jarvis, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Vinnie Jones']",270
Top Gear,54 min,7.5,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'John Ault']",241
Top Gear,51 min,7.5,"['Brian Klein, ', 'Michael Armit, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Perry McCarthy']",237
Top Gear,51 min,7.5,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'A.A. Gill']",231
Top Gear,53 min,7.6,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Perry McCarthy']",225
Top Gear,53 min,7.7,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Dennis Jarvis, ', 'Gerry Pomeroy, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Nick Mason']",222
Top Gear,54 min,7.9,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Stuart Hall']",229
Top Gear,46 min,7.7,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss, ', 'Ben Southwell', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Colin Baker']",222
Top Gear,53 min,7.7,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss, ', 'Ben Southwell', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Graeme Le Saux']",223
Top Gear,56 min,7.7,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss, ', 'Ben Southwell', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Alan Davies']",220
Top Gear,58 min,7.7,"['Brian Klein, ', 'Richard Heeley, ', 'Nigel Simpkiss, ', 'Richard Thomson, ', 'Michael Tuft', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",226
Top Gear,59 min,7.8,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",227
Top Gear,60 min,7.8,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss, ', 'Richard Thomson', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",220
Top Gear,59 min,7.8,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss, ', 'Michael Tuft', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",220
Top Gear,59 min,8.2,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",261
Top Gear,61 min,7.9,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss, ', 'Michael Tuft', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",231
Top Gear,59 min,7.7,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",214
Top Gear,60 min,7.7,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss, ', 'Michael Tuft', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",208
Top Gear,61 min,7.7,"['Brian Klein, ', 'James Bryce, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss, ', 'Michael Tuft', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",215
Top Gear,54 min,8.3,"['Brian Klein, ', 'Andrew Fettis, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",253
Top Gear,52 min,7.7,"['Brian Klein, ', 'James Bryce, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",217
Top Gear,51 min,8.0,"['Brian Klein, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",229
Top Gear,52 min,8.2,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",219
Top Gear,50 min,7.7,"['Brian Klein, ', 'James Bryce, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",204
Top Gear,53 min,7.6,"['Brian Klein, ', 'James Bryce, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",207
Top Gear,51 min,7.8,"['Brian Klein, ', 'James Bryce, ', 'Andrew Fettis, ', 'Richard Heeley', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",210
Top Gear,51 min,7.8,"['Brian Klein, ', 'James Bryce, ', 'Andrew Fettis, ', 'Richard Heeley', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",210
Top Gear,51 min,7.7,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",206
Top Gear,52 min,7.7,"['Brian Klein, ', 'Andrew Fettis, ', 'Richard Heeley', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",205
Top Gear,53 min,7.8,"['Brian Klein, ', 'Richard Heeley, ', 'Ben Hume-Paton, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",208
Top Gear,54 min,7.9,"['Brian Klein, ', 'James Bryce, ', 'Richard Heeley, ', 'Ben Hume-Paton, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",216
Top Gear,55 min,7.8,"['Brian Klein, ', 'Richard Heeley, ', 'Ben Hume-Paton, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",210
Top Gear,53 min,7.9,"['Brian Klein, ', 'James Bryce, ', 'Ben Hume-Paton, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",211
Top Gear,53 min,7.9,"['Brian Klein, ', 'James Bryce, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",208
Top Gear,53 min,8.0,"['Brian Klein, ', 'Richard Heeley, ', 'Ben Hume-Paton, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",215
Top Gear,54 min,7.9,"['Brian Klein, ', 'Richard Heeley, ', 'Ben Hume-Paton, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",209
Top Gear,51 min,8.3,"['Brian Klein, ', 'James Bryce, ', 'Richard Heeley', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",242
Top Gear,42 min,7.8,"['Brian Klein, ', 'James Bryce, ', 'Richard Heeley, ', 'Ben Hume-Paton, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",208
Top Gear,60 min,7.9,"['Brian Klein, ', 'James Bryce, ', 'Richard Heeley', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",212
Top Gear,60 min,8.1,"['Brian Klein, ', 'Richard Heeley', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",216
Top Gear,59 min,7.9,"['Brian Klein, ', 'James Bryce, ', 'Phil Churchward, ', 'Richard Heeley', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",218
Top Gear,59 min,7.9,"['Brian Klein, ', 'James Bryce, ', 'Richard Heeley', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",213
Top Gear,60 min,7.8,"['Brian Klein, ', 'Phil Churchward, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",198
Top Gear,59 min,8.0,"['Brian Klein, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",229
Top Gear,59 min,8.0,"['Brian Klein, ', 'James Bryce, ', 'Rob Kaplan, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",200
Top Gear,59 min,7.8,"['Brian Klein, ', 'Phil Churchward, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",203
Top Gear,59 min,7.7,"['Brian Klein, ', 'James Bryce, ', 'Phil Churchward, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",198
Top Gear,60 min,7.9,"['Brian Klein, ', 'James Bryce, ', 'Phil Churchward, ', 'Richard Heeley', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",201
Top Gear,60 min,7.8,"['Brian Klein, ', 'James Bryce, ', 'Phil Churchward, ', 'Richard Heeley, ', 'Rob Kaplan', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']",202
Top Gear,60 min,7.8,"['Brian Klein, ', 'James Bryce, ', 'Phil Churchward', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",209
Top Gear,58 min,7.8,"['Brian Klein, ', 'Phil Churchward, ', 'Richard Heeley, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",204
Top Gear,58 min,8.2,"['Brian Klein, ', 'James Bryce, ', 'Phil Churchward', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",227
Top Gear,60 min,8.3,"['Brian Klein, ', 'Richard Heeley, ', 'Nigel Simpkiss, ', 'James Wiseman', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",227
Top Gear,59 min,7.8,"['Brian Klein, ', 'James Bryce, ', 'Phil Churchward, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",198
Dexter,55 min,8.2,"['Michael Cuesta', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","6,473"
The Boondocks,23 min,9.0,"['Kalvin Lee', '| ', '    Stars:', 'Regina King, ', 'John Witherspoon, ', 'Cedric Yarbrough, ', 'Gary Anthony Williams']",559
Avatar: The Last Airbender,25 min,7.8,"['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dante Basco']","3,737"
Avatar: The Last Airbender,25 min,8.1,"['Anthony Lioi', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dee Bradley Baker']","4,164"
The Boondocks,23 min,8.1,"['Seung Eun Kim', '| ', '    Stars:', 'Regina King, ', 'John Witherspoon, ', 'Cedric Yarbrough, ', 'Gary Anthony Williams']",382
Top Gear,59 min,8.2,"['Brian Klein, ', 'James Bryce, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",227
Top Gear,60 min,8.4,"['James Bryce, ', 'Phil Churchward, ', 'Nigel Simpkiss', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",394
Avatar: The Last Airbender,25 min,8.6,"['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dante Basco']","3,747"
Avatar: The Last Airbender,25 min,7.6,"['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dante Basco']","3,650"
The Boondocks,23 min,8.3,"['Kalvin Lee', '| ', '    Stars:', 'Regina King, ', 'John Witherspoon, ', 'Cedric Yarbrough, ', 'Gary Anthony Williams']",400
Avatar: The Last Airbender,25 min,8.1,"['Lauren MacMullan', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dante Basco']","3,690"
The Boondocks,23 min,8.4,"['Sean Song', '| ', '    Stars:', 'Regina King, ', 'John Witherspoon, ', 'Cedric Yarbrough, ', 'Gary Anthony Williams']",385
The Boondocks,22 min,7.5,"['Seung Eun Kim', '| ', '    Stars:', 'Regina King, ', 'John Witherspoon, ', 'Cedric Yarbrough, ', 'Gary Anthony Williams']",328
American Experience,53 min,6.8,"['Mark Zwonitzer, ', 'Michael Chin', '| ', '    Stars:', 'Thalia Massie, ', 'Thomas Massie, ', 'Grace Hubbard Fortescue, ', 'Kanalu Young']",198
Avatar: The Last Airbender,25 min,8.1,"['Dave Filoni', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dante Basco']","4,406"
Avatar: The Last Airbender,25 min,9.2,"['Ethan Spaulding', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","5,421"
Avatar: The Last Airbender,25 min,8.3,"['Ethan Spaulding', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dee Bradley Baker']","3,493"
Dexter,53 min,8.7,"['Michael Cuesta', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","9,628"
Avatar: The Last Airbender,25 min,8.5,"['Ethan Spaulding', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,528"
Avatar: The Last Airbender,25 min,9.1,"['Ethan Spaulding', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","4,316"
Avatar: The Last Airbender,25 min,8.8,"['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Michaela Jill Murphy, ', 'Dante Basco, ', 'Dee Bradley Baker']","3,895"
The Boondocks,22 min,9.2,"['Seung Eun Kim, ', 'Bob Hathcock', '| ', '    Stars:', 'Regina King, ', 'John Witherspoon, ', 'Cedric Yarbrough, ', 'Gary Anthony Williams']",511
Johnny Test,21 min,7.2,"['Chris Savino, ', 'Chris Bartleman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Brittney Wilson, ', 'Maryke Hendrikse']",51
Johnny Test,21 min,7.5,"['Chris Savino, ', 'Chris Bartleman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Brittney Wilson, ', 'Maryke Hendrikse']",49
Johnny Test,21 min,7.3,"['Chris Savino, ', 'Chris Bartleman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Brittney Wilson, ', 'Maryke Hendrikse']",51
Top Gear,60 min,8.2,"['Brian Klein, ', 'Gary Broadhurst, ', 'James Bryce, ', 'Phil Churchward, ', 'Ed Venner, ', 'Scott Weintrob', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",228
Avatar: The Last Airbender,24 min,8.8,"['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dante Basco']","4,218"
Top Gear,60 min,7.8,"['Brian Klein, ', 'James Bryce, ', 'Phil Churchward, ', 'Nigel Simpkiss, ', 'Scott Weintrob', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",205
Avatar: The Last Airbender,23 min,7.9,"['Dave Filoni', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dante Basco']","4,964"
Top Gear,60 min,8.6,"['Brian Klein, ', 'Gary Broadhurst, ', 'Ed Venner, ', 'Scott Weintrob', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",272
Top Gear,59 min,7.9,"['Brian Klein, ', 'James Bryce, ', 'Phil Churchward, ', 'Ed Venner, ', 'Scott Weintrob', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",220
Avatar: The Last Airbender,25 min,9.0,"['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,889"
Avatar: The Last Airbender,25 min,8.4,"['Lauren MacMullan', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dante Basco']","4,307"
Avatar: The Last Airbender,25 min,8.0,"['Lauren MacMullan', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dante Basco']","3,936"
Top Gear,59 min,7.9,"['Brian Klein, ', 'James Bryce, ', 'Phil Churchward, ', 'Scott Weintrob', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",201
Avatar: The Last Airbender,25 min,9.6,"['Michael Dante DiMartino', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","5,221"
Avatar: The Last Airbender,25 min,7.8,"['Anthony Lioi', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dante Basco']","3,871"
Dexter,56 min,8.4,"['Robert Lieberman', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","5,709"
Avatar: The Last Airbender,25 min,9.1,"['Dave Filoni', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dante Basco']","4,461"
Dexter,58 min,8.6,"['Robert Lieberman', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","5,952"
Top Gear,61 min,8.2,"['Brian Klein, ', 'James Bryce, ', 'Ed Venner, ', 'Scott Weintrob', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",227
Bleach,23 min,8.7,"['Kino Abe, ', 'Kazunori Mizuno', '| ', '    Stars:', 'Noriaki Sugiyama, ', 'Ryûsei Nakao, ', 'Toshiyuki Morikawa, ', 'Rie Kugimiya']",525
Avatar: The Last Airbender,24 min,8.3,"['Ethan Spaulding', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,413"
Avatar: The Last Airbender,25 min,6.9,"['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dee Bradley Baker']","4,106"
Top Gear,60 min,7.9,"['Brian Klein, ', 'James Bryce, ', 'Phil Churchward, ', 'Nigel Simpkiss, ', 'Scott Weintrob', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",201
Dexter,51 min,8.3,"['Michael Cuesta', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","6,064"
Avatar: The Last Airbender,25 min,8.7,"['Lauren MacMullan', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,634"
Avatar: The Last Airbender,25 min,8.7,"['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,702"
Avatar: The Last Airbender,25 min,9.0,"['Lauren MacMullan', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dante Basco']","4,443"
Top Gear,60 min,8.0,"['Brian Klein, ', 'Phil Churchward, ', 'Scott Weintrob', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",218
Avatar: The Last Airbender,24 min,8.9,"['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,769"
